Symbol,Name,거래소(시장),FnGuide Sector,FnGuide Industry Group,FnGuide Industry,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),신용등급 (채권),신용등급 (CP),최대주주등 주주명-상장협(분기)
A034830,한국토지신탁,유가증권시장,금융,부동산,부동산,금융 및 보험업,금융업,신탁업 및 집합투자업,A-,A2-,리딩밸류일호유한회사외 1인
A009160,SIMPAC,유가증권시장,산업재,자본재,기계,제조업,1차 금속 제조업,1차 철강 제조업,,,(주)심팩홀딩스외 6인
A025860,남해화학,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,"비료, 농약 및 살균, 살충제 제조업",,,농협경제지주(주)외 1인
A002310,아세아제지,유가증권시장,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,,아세아(주)외 7인
A011930,신성이엔지,유가증권시장,에너지,에너지,에너지 시설 및 서비스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,BB-,NA,이완근외 10인
A017390,서울가스,유가증권시장,유틸리티,유틸리티,가스,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,,,서울도시개발(주)외 33인
A001200,유진투자증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,A,A2+,유진기업(주)외 3인
A065680,우주일렉트로,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,노영백외 3인
A064820,케이프,코스닥,산업재,자본재,조선,제조업,기타 운송장비 제조업,선박 및 보트 건조업,,,김종호외 5인
A051500,CJ프레시웨이,코스닥,필수소비재,음식료 및 담배,식료품,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,A,A2,CJ주식회사외 2인
A054950,제이브이엠,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,김준호외 4인
A029460,케이씨,유가증권시장,IT,반도체,반도체 및 관련장비,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,고석태외 4인
A136480,하림,코스닥,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,"도축, 육류 가공 및 저장 처리업",,,제일 홀딩스(주)외 2인
A003200,일신방직,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,섬유제품 제조업; 의복제외,방적 및 가공사 제조업,,,김영호외 22인
A092230,KPX홀딩스,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,양규모외 13인
A033270,유나이티드제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,강덕영외 12인
A138490,코오롱ENP,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,,,코오롱 인더스트리(주)외 1인
A009290,광동제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,최성원외 23인
A009680,모토닉,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,김영봉외 6인
A156100,엘앤케이바이오,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,강국진외 3인
A006340,대원전선,유가증권시장,산업재,자본재,전기장비,제조업,전기장비 제조업,절연선 및 케이블 제조업,,,갑도물산외 2인
A049630,재영솔루텍,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"의료, 정밀, 광학기기 및 시계 제조업",사진장비 및 광학기기 제조업,,,신용보증기금
A051980,중앙첨단소재,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,(주)에치에프알외 1인
A092730,네오팜,코스닥,필수소비재,생활용품,개인생활용품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,안용찬외 11인
A093520,매커스,코스닥,IT,반도체,반도체 및 관련장비,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,신동철외 4인
A001510,SK증권,유가증권시장,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,A-,A2,SK C&C외 2인
A002320,한진,유가증권시장,산업재,운송,육상운수,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,BBB+,NA,정석기업외 10인
A010690,화신,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,BBB,NA,정 호외 13인
A084990,헬릭스미스,코스닥,의료,제약 및 바이오,바이오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,김선영외 13인
A012030,DB,유가증권시장,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,김남호외 22인
A092460,한라IMS,코스닥,산업재,자본재,조선,제조업,기타 운송장비 제조업,선박 및 보트 건조업,,,지석준외 4인
A078350,한양디지텍,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,김형육외 7인
A900140,엘브이엠씨홀딩스,유가증권시장,경기소비재,자동차 및 부품,자동차,도매 및 소매업,자동차 및 부품 판매업,자동차 판매업,,,오세영
A010170,대한광통신,코스닥,IT,하드웨어,통신장비,제조업,전기장비 제조업,절연선 및 케이블 제조업,,,큐씨피6호 프로젝트 사모투자전문회사 외 4인
A036890,진성티이씨,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,윤우석외 3인
A086390,유니테스트,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김종현외 7인
A003120,일성아이에스,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,윤석근외 11인
A035810,이지홀딩스,코스닥,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,동물용 사료 및 조제식품 제조업,BBB+,A3+,지현욱외 4인
A018310,삼목에스폼,코스닥,산업재,자본재,건축자재,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,김준년외 4인
A007160,사조산업,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,수산물 가공 및 저장 처리업,,,주진우외 8인
A000320,노루홀딩스,유가증권시장,산업재,자본재,건축자재,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,한영재외 19인
A002810,삼영무역,유가증권시장,소재,소재,화학,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,이승용외 22인
A025770,한국정보통신,코스닥,산업재,상업서비스,상업서비스,정보통신업,우편 및 통신업,전기 통신업,,,박헌서외 5인
A000050,경방,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,소매업; 자동차 제외,종합 소매업,,,김담외 19인
A003920,남양유업,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,동·식물성 유지 및 낙농제품 제조업,,,홍원식외 4인
A011760,현대코퍼레이션,유가증권시장,산업재,자본재,무역,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,A,NA,현대중공업외 1인
A007690,국도화학,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,A+,NA,신도케미칼(주)외 2인
A001460,BYC,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,,,신한방외 19인
A002900,TYM,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,BBB-,NA,김희용외 6인
A035600,KG이니시스,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,KG케미칼외 6인
A004360,세방,유가증권시장,산업재,운송,운송인프라,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,NA,A1,이앤에스글로벌주식회사외 10인
A005710,대원산업,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,허재건외 22인
A036030,케이티알파,코스닥,IT,소프트웨어,인터넷 서비스,도매 및 소매업,도매 및 상품 중개업,상품 중개업,,,(주)케이티외 3인
A151860,KG에코솔루션,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,,,(주)케이지외 4인
A043150,바텍,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,(주)바텍이우홀딩스외 7인
A058820,CMG제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,(주)차바이오텍 (구 차바이오앤디오스텍)
A024850,HLB이노베이션,코스닥,IT,반도체,반도체 및 관련장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,유한회사 에프앤티외 3인
A018000,유니슨,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,B+,NA,Toshiba Corporation외 1인
A034810,해성산업,코스닥,금융,부동산,부동산,금융 및 보험업,금융업,기타 금융업,,,단재완외 8인
A023410,유진기업,코스닥,소재,소재,건축소재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",NA,A3,유경선외 15인
A045390,대아티아이,코스닥,산업재,운송,운송인프라,제조업,전기장비 제조업,기타 전기장비 제조업,,,최진우외 2인
A089980,상아프론테크,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,이상원외 10인
A065710,서호전기,코스닥,산업재,운송,운송인프라,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,이상호외 5인
A001340,PKC,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,(주)상원아이엠엘외 9인
A036200,유니셈,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김형균외 3인
A003220,대원제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,백승호외 9인
A060720,KH바텍,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,남광희외 3인
A006910,보성파워텍,코스닥,산업재,자본재,전기장비,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,임도수외 3인
A108380,대양전기공업,코스닥,산업재,자본재,조선,제조업,기타 운송장비 제조업,선박 및 보트 건조업,,,서영우외 3인
A096760,JW홀딩스,유가증권시장,의료,제약 및 바이오,제약,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,BBB-,NA,이경하외 19인
A108670,LX하우시스,유가증권시장,산업재,자본재,건축자재,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,A+,NA,(주)LG외 1인
A077360,덕산하이메탈,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,이준호외 12인
A078020,LS증권,코스닥,금융,증권,증권,금융 및 보험업,금융 및 보험 관련 서비스업,금융 지원 서비스업,A,A2+,지앤에이 사모투자전문회사외 9인
A005500,삼진제약,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,조의환외 1인
A035150,백산,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,김한준외 7인
A049070,인탑스,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김재경외 2인
